pmid,title,year,journal,stratum_id,age_group,sex,clinical_cohort,setting,treatment_category,treatment_names,outcome_direction,risk_factors,symptoms
32885897,Effect of the COVID-19 pandemic on the mental health of carers of people with intellectual disabilities.,2020.0,Journal of applied research in intellectual disabilities : JARID,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
32138332,Melatonin Modulates Dendrite Maturation and Complexity in the Dorsal- and Ventral- Dentate Gyrus Concomitantly with Its Antidepressant-Like Effect in Male Balb/C Mice.,2020.0,International journal of molecular sciences,male,unspecified,male,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The study does not explicitly mention specific causes or risk factors for depression. However; it highlights the role of neurogenesis in counteracting stress-related effects in depression.,) in the forced swim test; particularly at higher doses (5 and 10 mg/kg).
32138332,Melatonin Modulates Dendrite Maturation and Complexity in the Dorsal- and Ventral- Dentate Gyrus Concomitantly with Its Antidepressant-Like Effect in Male Balb/C Mice.,2020.0,International journal of molecular sciences,male,unspecified,male,unspecified,unspecified,other,,harm,/Triggers/Risk Factors**: The study does not explicitly mention specific causes or risk factors for depression. However; it highlights the role of neurogenesis in counteracting stress-related effects in depression.,) in the forced swim test; particularly at higher doses (5 and 10 mg/kg).
33034658,Management of Adverse Effects of Psychotropic Medications.,2020.0,Pediatric annals,adolescents,adolescents,unspecified,unspecified,unspecified,pharmacological,,harm,/Triggers/Risk Factors:** The abstract does not explicitly address specific causes; triggers; or risk factors for depression or anxiety but discusses psychotropic medication usage in pediatric populations for these conditions.,reduction outcomes.
33034658,Management of Adverse Effects of Psychotropic Medications.,2020.0,Pediatric annals,children,children,unspecified,unspecified,unspecified,pharmacological,,harm,/Triggers/Risk Factors:** The abstract does not explicitly address specific causes; triggers; or risk factors for depression or anxiety but discusses psychotropic medication usage in pediatric populations for these conditions.,reduction outcomes.
33034658,Management of Adverse Effects of Psychotropic Medications.,2020.0,Pediatric annals,general,unspecified,unspecified,unspecified,unspecified,pharmacological,,harm,/Triggers/Risk Factors:** The abstract does not explicitly address specific causes; triggers; or risk factors for depression or anxiety but discusses psychotropic medication usage in pediatric populations for these conditions.,reduction outcomes.
32763587,"Medical diseases prior to first-time depression diagnosis and subsequent risk of admissions for depression: A nationwide study of 117,585 patients.",2020.0,Journal of affective disorders,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
32763587,"Medical diseases prior to first-time depression diagnosis and subsequent risk of admissions for depression: A nationwide study of 117,585 patients.",2020.0,Journal of affective disorders,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
33134190,Fecal Microbiota Changes in Patients With Postpartum Depressive Disorder.,2020.0,Frontiers in cellular and infection microbiology,perinatal,perinatal,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:** Postpartum depressive disorder (PPD) may be associated with both genetic and environmental factors. Altered gut microbiota composition is identified as a potential contributing factor. Reduced levels of certain bacterial taxa (e.g.; *Faecalibacterium*; *Phascolarctobacterium*; *Butyricicoccus*; *Lachnospiraceae*) and increased levels of *Enterobacteriaceae* family are observed in PPD patients compared to healthy controls (HCs). Some bacteria correlate with the severity of depressive symptoms and with sex hormone levels.,and with sex hormone levels.
33134190,Fecal Microbiota Changes in Patients With Postpartum Depressive Disorder.,2020.0,Frontiers in cellular and infection microbiology,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:** Postpartum depressive disorder (PPD) may be associated with both genetic and environmental factors. Altered gut microbiota composition is identified as a potential contributing factor. Reduced levels of certain bacterial taxa (e.g.; *Faecalibacterium*; *Phascolarctobacterium*; *Butyricicoccus*; *Lachnospiraceae*) and increased levels of *Enterobacteriaceae* family are observed in PPD patients compared to healthy controls (HCs). Some bacteria correlate with the severity of depressive symptoms and with sex hormone levels.,and with sex hormone levels.
32818219,"The burden of anxiety among people living with HIV during the COVID-19 pandemic in Pune, India.",2020.0,Research square,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors for anxiety**:,
33004606,Head injury and neuropsychiatric sequelae in asylum seekers.,2020.0,Neurology,female,unspecified,female,unspecified,unspecified,psychotherapy,act,unspecified,/Risk Factors for Depression/Anxiety:** A history of head injury (HI) is identified as a significant risk factor for depression and other neuropsychiatric conditions such as anxiety; headaches; and posttraumatic stress disorder (PTSD).,
33004606,Head injury and neuropsychiatric sequelae in asylum seekers.,2020.0,Neurology,male,unspecified,male,unspecified,unspecified,psychotherapy,act,unspecified,/Risk Factors for Depression/Anxiety:** A history of head injury (HI) is identified as a significant risk factor for depression and other neuropsychiatric conditions such as anxiety; headaches; and posttraumatic stress disorder (PTSD).,
32078199,The long and winding road of discontinuing long-term use of antidepressants: Learning from my experience.,2020.0,Journal of psychiatric and mental health nursing,general,unspecified,unspecified,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: Withdrawal symptoms are common and often underestimated when weaning off antidepressants; especially after long-term use. Clinical guidelines have previously downplayed the severity and duration of withdrawal; suggesting symptoms resolve quickly unless the medication is abruptly stopped. Recent evidence shows this is inaccurate.,are common and often underestimated when weaning off antidepressants; especially after long-term use. Clinical guidelines have previously downplayed the severity and duration of withdrawal; suggesting symptoms resolve quickly unless the medication is abruptly stopped. Recent evidence shows this is inaccurate.
32078199,The long and winding road of discontinuing long-term use of antidepressants: Learning from my experience.,2020.0,Journal of psychiatric and mental health nursing,general,unspecified,unspecified,unspecified,unspecified,other,,harm,/Triggers/Risk Factors**: Withdrawal symptoms are common and often underestimated when weaning off antidepressants; especially after long-term use. Clinical guidelines have previously downplayed the severity and duration of withdrawal; suggesting symptoms resolve quickly unless the medication is abruptly stopped. Recent evidence shows this is inaccurate.,are common and often underestimated when weaning off antidepressants; especially after long-term use. Clinical guidelines have previously downplayed the severity and duration of withdrawal; suggesting symptoms resolve quickly unless the medication is abruptly stopped. Recent evidence shows this is inaccurate.
32272006,Associations between chronic conditions and oral health services utilization in older Peruvian adults: a pooled analysis of the Demographic and Health Survey 2015-2017.,2020.0,Epidemiology and health,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Effect Relationship:** Depression independently decreases the likelihood of oral health services utilization (OHSU) in older Peruvian adults after adjusting for covariates (OR = 0.82; 95% CI; 0.72 to 0.95).,
32272006,Associations between chronic conditions and oral health services utilization in older Peruvian adults: a pooled analysis of the Demographic and Health Survey 2015-2017.,2020.0,Epidemiology and health,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Effect Relationship:** Depression independently decreases the likelihood of oral health services utilization (OHSU) in older Peruvian adults after adjusting for covariates (OR = 0.82; 95% CI; 0.72 to 0.95).,
32272006,Associations between chronic conditions and oral health services utilization in older Peruvian adults: a pooled analysis of the Demographic and Health Survey 2015-2017.,2020.0,Epidemiology and health,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Effect Relationship:** Depression independently decreases the likelihood of oral health services utilization (OHSU) in older Peruvian adults after adjusting for covariates (OR = 0.82; 95% CI; 0.72 to 0.95).,
